Time,Indicator,Employment Status,Indicator Status,Location,Amount,Unemployment Rate,Formatted for charts
2015,Unemployment By Gender,,Male,"Baltimore city, Maryland",13.4,0.134,13.4
2015,Unemployment By Gender,,Female,"Baltimore city, Maryland",11.8,0.118,11.8
2017,Unemployment By Race,,White,"Baltimore city, Maryland",4.4,0.044,4.4
2017,Unemployment By Race,,Black,"Baltimore city, Maryland",13.9,0.139,13.9
2017,Unemployment By Race,,Asian,"Baltimore city, Maryland",3.4,0.034,3.4
2017,Unemployment By Race,,Hispanic,"Baltimore city, Maryland",6.3,0.063,6.3
2016,Unemployment By Race,,White,"Baltimore city, Maryland",,0,0
2016,Unemployment By Race,,Black,"Baltimore city, Maryland",,0,0
2016,Unemployment By Race,,Asian,"Baltimore city, Maryland",,0,0
2016,Unemployment By Race,,Hispanic,"Baltimore city, Maryland",,0,0
2015,Unemployment By Race,,White,"Baltimore city, Maryland",6.1,0.061,6.1
2015,Unemployment By Race,,Black,"Baltimore city, Maryland",17.8,0.178,17.8
2015,Unemployment By Race,,Asian,"Baltimore city, Maryland",5,0.05,5
2015,Unemployment By Race,,Hispanic,"Baltimore city, Maryland",8.8,0.088,8.8
2017,Unemployment By Veteran Status,,Veteran,"Baltimore city, Maryland",9.4,0.094,9.4
2017,Unemployment By Veteran Status,,Non Veteran,"Baltimore city, Maryland",10,0.1,10
2016,Unemployment By Veteran Status,,Veteran,"Baltimore city, Maryland",11.1,0.111,11.1
2016,Unemployment By Veteran Status,,Non Veteran,"Baltimore city, Maryland",11.5,0.115,11.5
2015,Unemployment By Veteran Status,,Veteran,"Baltimore city, Maryland",11.3,0.113,11.3
2015,Unemployment By Veteran Status,,Non Veteran,"Baltimore city, Maryland",13.1,0.131,13.1
,Change,,Total Population,"Baltimore County, Maryland",2971,,"2,971.00"
,Change,,Median Household Income,"Baltimore County, Maryland",2821,,"2,821.00"
2017,Employment Status By Disability Status,Employed,Disabled,"Baltimore County, Maryland",18014,,"18,014.00"
2017,Employment Status By Disability Status,Employed,Non Disabled,"Baltimore County, Maryland",372431,,"372,431.00"
2017,Employment Status By Disability Status,Unemployed,Disabled,"Baltimore County, Maryland",2684,,"2,684.00"
2017,Employment Status By Disability Status,Unemployed,Non Disabled,"Baltimore County, Maryland",19808,,"19,808.00"
2017,Employment Status By Disability Status,Labor Force,Disabled,"Baltimore County, Maryland",20698,,"20,698.00"
2017,Employment Status By Disability Status,Labor Force,Non Disabled,"Baltimore County, Maryland",392239,,"392,239.00"
2016,Employment Status By Disability Status,Employed,Disabled,"Baltimore County, Maryland",17833,,"17,833.00"
2016,Employment Status By Disability Status,Employed,Non Disabled,"Baltimore County, Maryland",369663,,"369,663.00"
2016,Employment Status By Disability Status,Unemployed,Disabled,"Baltimore County, Maryland",2897,,"2,897.00"
2016,Employment Status By Disability Status,Unemployed,Non Disabled,"Baltimore County, Maryland",21496,,"21,496.00"
2016,Employment Status By Disability Status,Labor Force,Disabled,"Baltimore County, Maryland",20730,,"20,730.00"
2016,Employment Status By Disability Status,Labor Force,Non Disabled,"Baltimore County, Maryland",391159,,"391,159.00"
2015,Employment Status By Disability Status,Employed,Disabled,"Baltimore County, Maryland",17502,,"17,502.00"
2015,Employment Status By Disability Status,Employed,Non Disabled,"Baltimore County, Maryland",367167,,"367,167.00"
2015,Employment Status By Disability Status,Unemployed,Disabled,"Baltimore County, Maryland",3289,,"3,289.00"
2015,Employment Status By Disability Status,Unemployed,Non Disabled,"Baltimore County, Maryland",24648,,"24,648.00"
2015,Employment Status By Disability Status,Labor Force,Disabled,"Baltimore County, Maryland",20791,,"20,791.00"
2015,Employment Status By Disability Status,Labor Force,Non Disabled,"Baltimore County, Maryland",391815,,"391,815.00"
2017,Employment Status By Education,Employed,Less than Highschool,"Baltimore County, Maryland",17735,,"17,735.00"
2017,Employment Status By Education,Employed,Highschool,"Baltimore County, Maryland",79514,,"79,514.00"
2017,Employment Status By Education,Employed,Some College,"Baltimore County, Maryland",96513,,"96,513.00"
2017,Employment Status By Education,Employed,Bachelor's or Higher,"Baltimore County, Maryland",151517,,"151,517.00"
2017,Employment Status By Education,Unemployed,Less than Highschool,"Baltimore County, Maryland",2394,,"2,394.00"
2017,Employment Status By Education,Unemployed,Highschool,"Baltimore County, Maryland",5489,,"5,489.00"
2017,Employment Status By Education,Unemployed,Some College,"Baltimore County, Maryland",4565,,"4,565.00"
2017,Employment Status By Education,Unemployed,Bachelor's or Higher,"Baltimore County, Maryland",3948,,"3,948.00"
2017,Employment Status By Education,NIL,Less than Highschool,"Baltimore County, Maryland",12009,,"12,009.00"
2017,Employment Status By Education,NIL,Highschool,"Baltimore County, Maryland",25082,,"25,082.00"
2017,Employment Status By Education,NIL,Some College,"Baltimore County, Maryland",21567,,"21,567.00"
2017,Employment Status By Education,NIL,Bachelor's or Higher,"Baltimore County, Maryland",19127,,"19,127.00"
2016,Employment Status By Education,Employed,Less than Highschool,"Baltimore County, Maryland",17361,,"17,361.00"
2016,Employment Status By Education,Employed,Highschool,"Baltimore County, Maryland",80452,,"80,452.00"
2016,Employment Status By Education,Employed,Some College,"Baltimore County, Maryland",95194,,"95,194.00"
2016,Employment Status By Education,Employed,Bachelor's or Higher,"Baltimore County, Maryland",149341,,"149,341.00"
2016,Employment Status By Education,Unemployed,Less than Highschool,"Baltimore County, Maryland",2460,,"2,460.00"
2016,Employment Status By Education,Unemployed,Highschool,"Baltimore County, Maryland",6370,,"6,370.00"
2016,Employment Status By Education,Unemployed,Some College,"Baltimore County, Maryland",5007,,"5,007.00"
2016,Employment Status By Education,Unemployed,Bachelor's or Higher,"Baltimore County, Maryland",4266,,"4,266.00"
2016,Employment Status By Education,NIL,Less than Highschool,"Baltimore County, Maryland",11719,,"11,719.00"
2016,Employment Status By Education,NIL,Highschool,"Baltimore County, Maryland",25317,,"25,317.00"
2016,Employment Status By Education,NIL,Some College,"Baltimore County, Maryland",21502,,"21,502.00"
2016,Employment Status By Education,NIL,Bachelor's or Higher,"Baltimore County, Maryland",19237,,"19,237.00"
2015,Employment Status By Education,Employed,Less than Highschool,"Baltimore County, Maryland",17535,,"17,535.00"
2015,Employment Status By Education,Employed,Highschool,"Baltimore County, Maryland",78964,,"78,964.00"
2015,Employment Status By Education,Employed,Some College,"Baltimore County, Maryland",96415,,"96,415.00"
2015,Employment Status By Education,Employed,Bachelor's or Higher,"Baltimore County, Maryland",146502,,"146,502.00"
2015,Employment Status By Education,Unemployed,Less than Highschool,"Baltimore County, Maryland",2937,,"2,937.00"
2015,Employment Status By Education,Unemployed,Highschool,"Baltimore County, Maryland",7638,,"7,638.00"
2015,Employment Status By Education,Unemployed,Some College,"Baltimore County, Maryland",5746,,"5,746.00"
2015,Employment Status By Education,Unemployed,Bachelor's or Higher,"Baltimore County, Maryland",4385,,"4,385.00"
2015,Employment Status By Education,NIL,Less than Highschool,"Baltimore County, Maryland",11591,,"11,591.00"
2015,Employment Status By Education,NIL,Highschool,"Baltimore County, Maryland",25384,,"25,384.00"
2015,Employment Status By Education,NIL,Some College,"Baltimore County, Maryland",21695,,"21,695.00"
2015,Employment Status By Education,NIL,Bachelor's or Higher,"Baltimore County, Maryland",18784,,"18,784.00"
2017,Employment Status By Poverty Status,Labor Force,Above Poverty,"Baltimore County, Maryland",419169,,"419,169.00"
2017,Employment Status By Poverty Status,Labor Force,Below Poverty,"Baltimore County, Maryland",23198,,"23,198.00"
2017,Employment Status By Poverty Status,Employed,Above Poverty,"Baltimore County, Maryland",400527,,"400,527.00"
2017,Employment Status By Poverty Status,Employed,Below Poverty,"Baltimore County, Maryland",17841,,"17,841.00"
2017,Employment Status By Poverty Status,Unemployed,Above Poverty,"Baltimore County, Maryland",18642,,"18,642.00"
2017,Employment Status By Poverty Status,Unemployed,Below Poverty,"Baltimore County, Maryland",5357,,"5,357.00"
2016,Employment Status By Poverty Status,Labor Force,Above Poverty,"Baltimore County, Maryland",416751,,"416,751.00"
2016,Employment Status By Poverty Status,Labor Force,Below Poverty,"Baltimore County, Maryland",23867,,"23,867.00"
2016,Employment Status By Poverty Status,Employed,Above Poverty,"Baltimore County, Maryland",396762,,"396,762.00"
2016,Employment Status By Poverty Status,Employed,Below Poverty,"Baltimore County, Maryland",17774,,"17,774.00"
2016,Employment Status By Poverty Status,Unemployed,Above Poverty,"Baltimore County, Maryland",19989,,"19,989.00"
2016,Employment Status By Poverty Status,Unemployed,Below Poverty,"Baltimore County, Maryland",6093,,"6,093.00"
2015,Employment Status By Poverty Status,Labor Force,Above Poverty,"Baltimore County, Maryland",209816,,"209,816.00"
2015,Employment Status By Poverty Status,Labor Force,Below Poverty,"Baltimore County, Maryland",24760,,"24,760.00"
2015,Employment Status By Poverty Status,Employed,Above Poverty,"Baltimore County, Maryland",196919,,"196,919.00"
2015,Employment Status By Poverty Status,Employed,Below Poverty,"Baltimore County, Maryland",17370,,"17,370.00"
2015,Employment Status By Poverty Status,Unemployed,Above Poverty,"Baltimore County, Maryland",12897,,"12,897.00"
2015,Employment Status By Poverty Status,Unemployed,Below Poverty,"Baltimore County, Maryland",7390,,"7,390.00"
2017,Median Household Income,,,"Baltimore County, Maryland",71810,,"71,810.00"
2016,Median Household Income,,,"Baltimore County, Maryland",68989,,"68,989.00"
2015,Median Household Income,,,"Baltimore County, Maryland",67095,,"67,095.00"
2017,Total Population,,,"Baltimore County, Maryland",828637,,"828,637.00"
2016,Total Population,,,"Baltimore County, Maryland",825666,,"825,666.00"
2015,Total Population,,,"Baltimore County, Maryland",822959,,"822,959.00"
2017,Unemployment By Gender,,Male,"Baltimore County, Maryland",5.4,0.054,5.4
2017,Unemployment By Gender,,Female,"Baltimore County, Maryland",5,0.05,5
2016,Unemployment By Gender,,Male,"Baltimore County, Maryland",6,0.06,6
2016,Unemployment By Gender,,Female,"Baltimore County, Maryland",5.3,0.053,5.3
2015,Unemployment By Gender,,Male,"Baltimore County, Maryland",7,0.07,7
2015,Unemployment By Gender,,Female,"Baltimore County, Maryland",6,0.06,6
2017,Unemployment By Race,,White,"Baltimore County, Maryland",4.8,0.048,4.8
2017,Unemployment By Race,,Black,"Baltimore County, Maryland",7,0.07,7
2017,Unemployment By Race,,Asian,"Baltimore County, Maryland",4.1,0.041,4.1
2017,Unemployment By Race,,Hispanic,"Baltimore County, Maryland",6.8,0.068,6.8
2016,Unemployment By Race,,White,"Baltimore County, Maryland",,0,0
2016,Unemployment By Race,,Black,"Baltimore County, Maryland",,0,0
2016,Unemployment By Race,,Asian,"Baltimore County, Maryland",,0,0
2016,Unemployment By Race,,Hispanic,"Baltimore County, Maryland",,0,0
2015,Unemployment By Race,,White,"Baltimore County, Maryland",5.9,0.059,5.9
2015,Unemployment By Race,,Black,"Baltimore County, Maryland",9.2,0.092,9.2
2015,Unemployment By Race,,Asian,"Baltimore County, Maryland",5.1,0.051,5.1
2015,Unemployment By Race,,Hispanic,"Baltimore County, Maryland",9.5,0.095,9.5
2017,Unemployment By Veteran Status,,Veteran,"Baltimore County, Maryland",3.7,0.037,3.7
2017,Unemployment By Veteran Status,,Non Veteran,"Baltimore County, Maryland",5.4,0.054,5.4
2016,Unemployment By Veteran Status,,Veteran,"Baltimore County, Maryland",4.4,0.044,4.4
2016,Unemployment By Veteran Status,,Non Veteran,"Baltimore County, Maryland",5.9,0.059,5.9
2015,Unemployment By Veteran Status,,Veteran,"Baltimore County, Maryland",5,0.05,5
2015,Unemployment By Veteran Status,,Non Veteran,"Baltimore County, Maryland",6.8,0.068,6.8
,Change,,Total Population,"Calvert County, Maryland",297,,297
,Change,,Median Household Income,"Calvert County, Maryland",3542,,"3,542.00"
2017,Employment Status By Disability Status,Employed,Disabled,"Calvert County, Maryland",2344,,"2,344.00"
2017,Employment Status By Disability Status,Employed,Non Disabled,"Calvert County, Maryland",40799,,"40,799.00"
2017,Employment Status By Disability Status,Unemployed,Disabled,"Calvert County, Maryland",214,,214
2017,Employment Status By Disability Status,Unemployed,Non Disabled,"Calvert County, Maryland",2934,,"2,934.00"
2017,Employment Status By Disability Status,Labor Force,Disabled,"Calvert County, Maryland",2558,,"2,558.00"
2017,Employment Status By Disability Status,Labor Force,Non Disabled,"Calvert County, Maryland",43733,,"43,733.00"
2016,Employment Status By Disability Status,Employed,Disabled,"Calvert County, Maryland",2365,,"2,365.00"
2016,Employment Status By Disability Status,Employed,Non Disabled,"Calvert County, Maryland",40214,,"40,214.00"
2016,Employment Status By Disability Status,Unemployed,Disabled,"Calvert County, Maryland",268,,268
2016,Employment Status By Disability Status,Unemployed,Non Disabled,"Calvert County, Maryland",3116,,"3,116.00"
2016,Employment Status By Disability Status,Labor Force,Disabled,"Calvert County, Maryland",2633,,"2,633.00"
2016,Employment Status By Disability Status,Labor Force,Non Disabled,"Calvert County, Maryland",43330,,"43,330.00"
2015,Employment Status By Disability Status,Employed,Disabled,"Calvert County, Maryland",2080,,"2,080.00"
2015,Employment Status By Disability Status,Employed,Non Disabled,"Calvert County, Maryland",40458,,"40,458.00"
2015,Employment Status By Disability Status,Unemployed,Disabled,"Calvert County, Maryland",181,,181
2015,Employment Status By Disability Status,Unemployed,Non Disabled,"Calvert County, Maryland",3119,,"3,119.00"
2015,Employment Status By Disability Status,Labor Force,Disabled,"Calvert County, Maryland",2261,,"2,261.00"
2015,Employment Status By Disability Status,Labor Force,Non Disabled,"Calvert County, Maryland",43577,,"43,577.00"
2017,Employment Status By Education,Employed,Less than Highschool,"Calvert County, Maryland",1127,,"1,127.00"
2017,Employment Status By Education,Employed,Highschool,"Calvert County, Maryland",10622,,"10,622.00"
2017,Employment Status By Education,Employed,Some College,"Calvert County, Maryland",13396,,"13,396.00"
2017,Employment Status By Education,Employed,Bachelor's or Higher,"Calvert County, Maryland",12585,,"12,585.00"
2017,Employment Status By Education,Unemployed,Less than Highschool,"Calvert County, Maryland",162,,162
2017,Employment Status By Education,Unemployed,Highschool,"Calvert County, Maryland",835,,835
2017,Employment Status By Education,Unemployed,Some College,"Calvert County, Maryland",908,,908
2017,Employment Status By Education,Unemployed,Bachelor's or Higher,"Calvert County, Maryland",349,,349
2017,Employment Status By Education,NIL,Less than Highschool,"Calvert County, Maryland",732,,732
2017,Employment Status By Education,NIL,Highschool,"Calvert County, Maryland",3233,,"3,233.00"
2017,Employment Status By Education,NIL,Some College,"Calvert County, Maryland",2686,,"2,686.00"
2017,Employment Status By Education,NIL,Bachelor's or Higher,"Calvert County, Maryland",1658,,"1,658.00"
